experimentId,experimentRunId,sequence,specificationId,specificationName,workflow,repetition,status,resultClassification,failureType,failureStage,error,attemptCount,startedAt,completedAt,runId,provider,model,temperature,promptVersion,runOrder,randomSeed,workflowDurationMs,aiGenerationDurationMs,refinementIterations,converged,stopReason,totalPromptTokens,totalOutputTokens,totalTokens,initialStaticPassed,initialRuntimePassed,initialAccessibilityPassed,initialFunctionalPassed,initialAllPassed,initialStaticTotalIssues,initialStaticErrors,initialStaticWarnings,initialRuntimeConsoleErrors,initialRuntimeUncaughtExceptions,initialRequiredControlsPresent,initialRequiredControlsExpected,initialAccessibilityViolations,initialAccessibilityViolatingNodes,initialAccessibilityCritical,initialAccessibilitySerious,initialAccessibilityModerate,initialAccessibilityMinor,initialAccessibilityIncomplete,initialFunctionalPassedTests,initialFunctionalFailedTests,initialFunctionalTotalTests,finalStaticPassed,finalRuntimePassed,finalAccessibilityPassed,finalFunctionalPassed,finalAllPassed,finalStaticTotalIssues,finalStaticErrors,finalStaticWarnings,finalRuntimeConsoleErrors,finalRuntimeUncaughtExceptions,finalRequiredControlsPresent,finalRequiredControlsExpected,finalAccessibilityViolations,finalAccessibilityViolatingNodes,finalAccessibilityCritical,finalAccessibilitySerious,finalAccessibilityModerate,finalAccessibilityMinor,finalAccessibilityIncomplete,finalFunctionalPassedTests,finalFunctionalFailedTests,finalFunctionalTotalTests,staticIssueChange,accessibilityViolationChange,functionalFailedTestChange,iterationMetrics,responseFile
experiment-2026-08-03T14-15-25-809Z-f77080fe,quiz__quality-focused__6,11,quiz,Multiple-choice Quiz,quality-focused,6,completed,valid-passed,,,,1,2026-08-03T14:21:22.325Z,2026-08-03T14:21:40.267Z,2026-08-03T14-21-38-116Z-664df035,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,17945,15776,0,,not-applicable,906,2517,3423,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,7,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,7,0,0,0,"[{""iteration"":0,""generationDurationMs"":15776,""promptTokens"":906,""outputTokens"":2517,""totalTokens"":3423}]",responses/quiz__quality-focused__6.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,todo__one-shot__10,12,todo,To-do List,one-shot,10,completed,valid-poor-quality,,,,1,2026-08-03T14:21:40.287Z,2026-08-03T14:22:07.765Z,2026-08-03T14-22-03-867Z-e5ddb149,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,27473,23559,0,,not-applicable,734,2803,3537,true,true,false,true,false,0,0,0,0,0,2,2,1,2,0,1,0,0,1,6,0,6,true,true,false,true,false,0,0,0,0,0,2,2,1,2,0,1,0,0,1,6,0,6,0,0,0,"[{""iteration"":0,""generationDurationMs"":23559,""promptTokens"":734,""outputTokens"":2803,""totalTokens"":3537}]",responses/todo__one-shot__10.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,todo__quality-focused__2,13,todo,To-do List,quality-focused,2,completed,valid-passed,,,,1,2026-08-03T14:22:07.786Z,2026-08-03T14:22:27.652Z,2026-08-03T14-22-25-661Z-dd6a58fa,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,19859,17846,0,,not-applicable,897,2811,3708,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,6,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,6,0,0,0,"[{""iteration"":0,""generationDurationMs"":17846,""promptTokens"":897,""outputTokens"":2811,""totalTokens"":3708}]",responses/todo__quality-focused__2.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__quality-focused__3,14,booking,Appointment Booking Form,quality-focused,3,completed,valid-poor-quality,,,,1,2026-08-03T14:22:27.672Z,2026-08-03T14:22:51.146Z,2026-08-03T14-22-48-740Z-de42f655,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,23462,21042,0,,not-applicable,959,3351,4310,false,true,true,true,false,1,1,0,0,0,2,2,0,0,0,0,0,0,0,9,0,9,false,true,true,true,false,1,1,0,0,0,2,2,0,0,0,0,0,0,0,9,0,9,0,0,0,"[{""iteration"":0,""generationDurationMs"":21042,""promptTokens"":959,""outputTokens"":3351,""totalTokens"":4310}]",responses/booking__quality-focused__3.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,todo__quality-focused__1,15,todo,To-do List,quality-focused,1,completed,valid-passed,,,,1,2026-08-03T14:22:51.167Z,2026-08-03T14:23:45.948Z,2026-08-03T14-23-43-921Z-c585c771,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,54775,52735,0,,not-applicable,897,2718,3615,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,6,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,6,0,0,0,"[{""iteration"":0,""generationDurationMs"":52735,""promptTokens"":897,""outputTokens"":2718,""totalTokens"":3615}]",responses/todo__quality-focused__1.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__automated-refinement__10,16,booking,Appointment Booking Form,automated-refinement,10,completed,valid-passed,,,,1,2026-08-03T14:23:45.972Z,2026-08-03T14:25:28.660Z,2026-08-03T14-24-32-447Z-e1b0b2c9,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,102675,80485,2,true,no-actionable-feedback,11012,9606,20618,false,true,false,true,false,3,3,0,0,0,2,2,1,3,0,1,0,0,1,9,0,9,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,9,0,9,-3,-1,0,"[{""iteration"":0,""generationDurationMs"":46449,""promptTokens"":796,""outputTokens"":3162,""totalTokens"":3958},{""iteration"":1,""generationDurationMs"":19842,""promptTokens"":5222,""outputTokens"":3263,""totalTokens"":8485},{""iteration"":2,""generationDurationMs"":14194,""promptTokens"":4994,""outputTokens"":3181,""totalTokens"":8175}]",responses/booking__automated-refinement__10.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,todo__one-shot__2,17,todo,To-do List,one-shot,2,completed,valid-poor-quality,,,,1,2026-08-03T14:25:28.685Z,2026-08-03T14:26:02.038Z,2026-08-03T14-25-58-425Z-1cd2a767,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,33359,29723,0,,not-applicable,734,2640,3374,true,true,false,true,false,0,0,0,0,0,2,2,1,1,0,1,0,0,1,6,0,6,true,true,false,true,false,0,0,0,0,0,2,2,1,1,0,1,0,0,1,6,0,6,0,0,0,"[{""iteration"":0,""generationDurationMs"":29723,""promptTokens"":734,""outputTokens"":2640,""totalTokens"":3374}]",responses/todo__one-shot__2.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,todo__one-shot__7,18,todo,To-do List,one-shot,7,completed,valid-poor-quality,,,,1,2026-08-03T14:26:02.065Z,2026-08-03T14:26:23.004Z,2026-08-03T14-26-19-043Z-398426ea,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,20933,16949,0,,not-applicable,734,2615,3349,true,true,false,true,false,0,0,0,0,0,2,2,1,1,0,1,0,0,1,6,0,6,true,true,false,true,false,0,0,0,0,0,2,2,1,1,0,1,0,0,1,6,0,6,0,0,0,"[{""iteration"":0,""generationDurationMs"":16949,""promptTokens"":734,""outputTokens"":2615,""totalTokens"":3349}]",responses/todo__one-shot__7.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__automated-refinement__2,19,booking,Appointment Booking Form,automated-refinement,2,completed,valid-passed,,,,1,2026-08-03T14:26:23.031Z,2026-08-03T14:27:14.923Z,2026-08-03T14-26-47-602Z-b2af4010,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,51885,43918,1,true,no-actionable-feedback,5967,6106,12073,false,true,false,true,false,4,3,1,0,0,2,2,1,3,0,1,0,0,1,9,0,9,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,9,0,9,-4,-1,0,"[{""iteration"":0,""generationDurationMs"":24543,""promptTokens"":796,""outputTokens"":3023,""totalTokens"":3819},{""iteration"":1,""generationDurationMs"":19375,""promptTokens"":5171,""outputTokens"":3083,""totalTokens"":8254}]",responses/booking__automated-refinement__2.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__quality-focused__8,20,booking,Appointment Booking Form,quality-focused,8,completed,valid-poor-quality,,,,1,2026-08-03T14:27:14.952Z,2026-08-03T14:27:42.997Z,2026-08-03T14-27-40-531Z-9b248d35,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,28039,25552,0,,not-applicable,959,3468,4427,false,true,true,false,false,3,2,1,0,0,2,2,0,0,0,0,0,0,0,8,1,9,false,true,true,false,false,3,2,1,0,0,2,2,0,0,0,0,0,0,0,8,1,9,0,0,0,"[{""iteration"":0,""generationDurationMs"":25552,""promptTokens"":959,""outputTokens"":3468,""totalTokens"":4427}]",responses/booking__quality-focused__8.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__automated-refinement__9,21,booking,Appointment Booking Form,automated-refinement,9,completed,valid-passed,,,,1,2026-08-03T14:27:43.028Z,2026-08-03T14:28:37.294Z,2026-08-03T14-28-08-745Z-cfc323bd,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,54256,48284,1,true,no-actionable-feedback,5861,6442,12303,false,true,false,true,false,2,2,0,0,0,2,2,1,5,0,1,0,0,1,9,0,9,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,9,0,9,-2,-1,0,"[{""iteration"":0,""generationDurationMs"":25677,""promptTokens"":796,""outputTokens"":3187,""totalTokens"":3983},{""iteration"":1,""generationDurationMs"":22607,""promptTokens"":5065,""outputTokens"":3255,""totalTokens"":8320}]",responses/booking__automated-refinement__9.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,quiz__automated-refinement__5,22,quiz,Multiple-choice Quiz,automated-refinement,5,completed,valid-passed,,,,1,2026-08-03T14:28:37.326Z,2026-08-03T14:29:15.062Z,2026-08-03T14-28-53-231Z-d631675b,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,37729,31997,1,true,no-actionable-feedback,5015,5071,10086,false,true,false,true,false,1,1,0,0,0,2,2,1,6,0,1,0,0,1,7,0,7,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,7,0,7,-1,-1,0,"[{""iteration"":0,""generationDurationMs"":15885,""promptTokens"":743,""outputTokens"":2538,""totalTokens"":3281},{""iteration"":1,""generationDurationMs"":16112,""promptTokens"":4272,""outputTokens"":2533,""totalTokens"":6805}]",responses/quiz__automated-refinement__5.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,quiz__quality-focused__5,23,quiz,Multiple-choice Quiz,quality-focused,5,completed,valid-passed,,,,1,2026-08-03T14:29:15.095Z,2026-08-03T14:29:36.651Z,2026-08-03T14-29-34-417Z-ecdd894e,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,21551,19303,0,,not-applicable,906,2666,3572,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,7,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,7,0,0,0,"[{""iteration"":0,""generationDurationMs"":19303,""promptTokens"":906,""outputTokens"":2666,""totalTokens"":3572}]",responses/quiz__quality-focused__5.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,quiz__automated-refinement__4,24,quiz,Multiple-choice Quiz,automated-refinement,4,completed,valid-passed,,,,1,2026-08-03T14:29:36.685Z,2026-08-03T14:30:18.986Z,2026-08-03T14-29-54-510Z-6cf509eb,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,42280,36565,1,true,no-actionable-feedback,5247,5333,10580,false,true,false,true,false,1,1,0,0,0,2,2,2,9,0,2,0,0,1,7,0,7,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,7,0,7,-1,-2,0,"[{""iteration"":0,""generationDurationMs"":17802,""promptTokens"":743,""outputTokens"":2661,""totalTokens"":3404},{""iteration"":1,""generationDurationMs"":18763,""promptTokens"":4504,""outputTokens"":2672,""totalTokens"":7176}]",responses/quiz__automated-refinement__4.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,quiz__automated-refinement__2,25,quiz,Multiple-choice Quiz,automated-refinement,2,completed,valid-passed,,,,1,2026-08-03T14:30:19.016Z,2026-08-03T14:31:18.088Z,2026-08-03T14-30-38-864Z-54719093,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,59077,51252,2,true,no-actionable-feedback,9386,8271,17657,true,true,false,true,false,0,0,0,0,0,2,2,1,5,0,1,0,0,1,7,0,7,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,7,0,7,0,-1,0,"[{""iteration"":0,""generationDurationMs"":19839,""promptTokens"":743,""outputTokens"":2764,""totalTokens"":3507},{""iteration"":1,""generationDurationMs"":16736,""promptTokens"":4410,""outputTokens"":2753,""totalTokens"":7163},{""iteration"":2,""generationDurationMs"":14677,""promptTokens"":4233,""outputTokens"":2754,""totalTokens"":6987}]",responses/quiz__automated-refinement__2.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__automated-refinement__1,26,booking,Appointment Booking Form,automated-refinement,1,completed,valid-passed,,,,1,2026-08-03T14:31:18.124Z,2026-08-03T14:32:33.160Z,2026-08-03T14-31-45-391Z-37dd36f3,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,75031,66243,2,true,no-actionable-feedback,11581,10915,22496,false,true,false,true,false,4,3,1,0,0,2,2,1,6,0,1,0,0,1,9,0,9,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,9,0,9,-4,-1,0,"[{""iteration"":0,""generationDurationMs"":27228,""promptTokens"":796,""outputTokens"":3577,""totalTokens"":4373},{""iteration"":1,""generationDurationMs"":20603,""promptTokens"":5600,""outputTokens"":3665,""totalTokens"":9265},{""iteration"":2,""generationDurationMs"":18412,""promptTokens"":5185,""outputTokens"":3673,""totalTokens"":8858}]",responses/booking__automated-refinement__1.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,quiz__one-shot__10,27,quiz,Multiple-choice Quiz,one-shot,10,completed,valid-poor-quality,,,,1,2026-08-03T14:32:33.200Z,2026-08-03T14:32:51.990Z,2026-08-03T14-32-49-459Z-32eadc42,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,18784,16228,0,,not-applicable,743,2059,2802,true,true,false,true,false,0,0,0,0,0,2,2,1,8,0,1,0,0,1,7,0,7,true,true,false,true,false,0,0,0,0,0,2,2,1,8,0,1,0,0,1,7,0,7,0,0,0,"[{""iteration"":0,""generationDurationMs"":16228,""promptTokens"":743,""outputTokens"":2059,""totalTokens"":2802}]",responses/quiz__one-shot__10.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__quality-focused__2,28,booking,Appointment Booking Form,quality-focused,2,completed,valid-poor-quality,,,,1,2026-08-03T14:32:52.061Z,2026-08-03T14:33:15.617Z,2026-08-03T14-33-13-231Z-e4c3fde6,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,23541,21119,0,,not-applicable,959,3102,4061,false,true,true,true,false,3,2,1,0,0,2,2,0,0,0,0,0,0,0,9,0,9,false,true,true,true,false,3,2,1,0,0,2,2,0,0,0,0,0,0,0,9,0,9,0,0,0,"[{""iteration"":0,""generationDurationMs"":21119,""promptTokens"":959,""outputTokens"":3102,""totalTokens"":4061}]",responses/booking__quality-focused__2.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,todo__automated-refinement__8,29,todo,To-do List,automated-refinement,8,completed,valid-passed,,,,1,2026-08-03T14:33:15.658Z,2026-08-03T14:34:27.247Z,2026-08-03T14-33-45-193Z-d10c7f93,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,71573,60542,2,true,no-actionable-feedback,9274,7937,17211,true,true,false,true,false,0,0,0,0,0,2,2,2,5,0,2,0,0,1,6,0,6,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,2,6,0,6,0,-2,0,"[{""iteration"":0,""generationDurationMs"":29505,""promptTokens"":734,""outputTokens"":2671,""totalTokens"":3405},{""iteration"":1,""generationDurationMs"":17186,""promptTokens"":4435,""outputTokens"":2670,""totalTokens"":7105},{""iteration"":2,""generationDurationMs"":13851,""promptTokens"":4105,""outputTokens"":2596,""totalTokens"":6701}]",responses/todo__automated-refinement__8.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__one-shot__2,30,booking,Appointment Booking Form,one-shot,2,completed,valid-poor-quality,,,,1,2026-08-03T14:34:27.293Z,2026-08-03T14:34:58.833Z,2026-08-03T14-34-56-274Z-ced1f604,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,31534,28959,0,,not-applicable,796,3153,3949,false,true,false,true,false,1,1,0,0,0,2,2,1,4,0,1,0,0,1,9,0,9,false,true,false,true,false,1,1,0,0,0,2,2,1,4,0,1,0,0,1,9,0,9,0,0,0,"[{""iteration"":0,""generationDurationMs"":28959,""promptTokens"":796,""outputTokens"":3153,""totalTokens"":3949}]",responses/booking__one-shot__2.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,todo__quality-focused__6,31,todo,To-do List,quality-focused,6,completed,valid-passed,,,,1,2026-08-03T14:34:58.876Z,2026-08-03T14:35:20.907Z,2026-08-03T14-35-18-860Z-c2fef161,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,22025,19960,0,,not-applicable,897,2760,3657,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,6,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,6,0,0,0,"[{""iteration"":0,""generationDurationMs"":19960,""promptTokens"":897,""outputTokens"":2760,""totalTokens"":3657}]",responses/todo__quality-focused__6.json
experiment-2026-08-03T14-15-25-809Z-f77080fe,booking__automated-refinement__5,32,booking,Appointment Booking Form,automated-refinement,5,completed,valid-passed,,,,1,2026-08-03T14:35:20.951Z,2026-08-03T14:36:12.958Z,2026-08-03T14-35-47-013Z-74b0bf9f,openai,gpt-5.6-luna,0,1.0.0,seeded-random,77077,51998,46028,1,true,no-actionable-feedback,6112,6970,13082,false,true,false,true,false,2,1,1,0,0,2,2,1,3,0,1,0,0,1,9,0,9,true,true,true,true,true,0,0,0,0,0,2,2,0,0,0,0,0,0,1,9,0,9,-2,-1,0,"[{""iteration"":0,""generationDurationMs"":26038,""promptTokens"":796,""outputTokens"":3479,""totalTokens"":4275},{""iteration"":1,""generationDurationMs"":19990,""promptTokens"":5316,""outputTokens"":3491,""totalTokens"":8807}]",responses/booking__automated-refinement__5.json
